MCT_NM,MCT_TYPE,latitude,longitude,ADDR,LOCAL_UE_CNT_RAT,MONTH
제주산방식당화북점,단품요리 전문,33.5153634,126.5652983,제주 제주시 화북일동 2229번지,84.34,07월
주식회사 제주피슈마라홍탕,단품요리 전문,33.4991157,126.5299154,제주 제주시 이도이동 1768-27번지 4층,84.34,06월
노랑통닭시청점,치킨,33.4991633,126.5284429,제주 제주시 이도이동 1769-6번지,84.33,12월
샤브앤샤브,단품요리 전문,33.4748191,126.5497714,제주 제주시 아라일동 6116-5번지 2층,84.33,04월
초대창일도직영점,단품요리 전문,33.5016716,126.5434808,제주 제주시 일도이동 68-10번지 1층,84.33,01월
대손관제주청사점,분식,33.4901642,126.5272329,제주 제주시 도남동 663-11번지 1층,84.33,09월
서서방숯불갈비 일도점,단품요리 전문,33.5028642,126.5429903,제주 제주시 일도이동 49번지 1층,84.33,02월
오뚜기,가정식,33.5097455,126.5138897,제주 제주시 용담일동 242-10번지,84.33,05월
친정집,가정식,33.5200838,126.5731444,제주 제주시 화북일동 11-2번지,84.33,01월
아바이순대,단품요리 전문,33.491247,126.5270925,제주 제주시 도남동 63번지 1층,84.33,01월
봄봄 노형점,커피,33.4891261,126.4754241,제주 제주시 노형동 2581-2번지 1층,84.33,10월
한질,단품요리 전문,33.4902583,126.4771742,제주 제주시 노형동 1044-2번지,84.33,04월
택이네조개전골,단품요리 전문,33.4895756,126.5232419,제주 제주시 도남동 694-5번지 1층 101호,84.33,12월
삼화올레국수,단품요리 전문,33.5144576,126.5740539,제주 제주시 화북일동 1019-3번지,84.33,01월
봉개해아름,단품요리 전문,33.4879725,126.594133,제주 제주시 봉개동 2012번지 봉개동,84.33,08월
길림성,중식,33.50368,126.5127606,제주 제주시 용담일동 181-6번지 1층,84.33,10월
이도제샤브샤브,단품요리 전문,33.4876584,126.4316586,제주 제주시 외도일동 550-1번지 1층,84.33,02월
택이네조개전골,단품요리 전문,33.4895756,126.5232419,제주 제주시 도남동 694-5번지 1층 101호,84.32,11월
진양해장국,단품요리 전문,33.5200886,126.5830006,제주 제주시 삼양이동 2179-4번지 1층,84.32,10월
정박사제주냉면,단품요리 전문,33.4981348,126.5378087,제주 제주시 이도이동 382-13번지,84.32,07월
헝그리닭발포차 시청,단품요리 전문,33.4966546,126.5298921,제주 제주시 이도이동 1187-4번지,84.32,12월
도새기1982,가정식,33.2550646,126.5714728,제주 서귀포시 동홍동 117-11번지 1층,84.32,09월
컴포즈커피 제주삼화점,커피,33.5144701,126.5754506,제주 제주시 화북일동 1023-5번지 101호,84.32,10월
또만나,가정식,33.4985297,126.5145075,제주 제주시 오라일동 2445-2번지 1층,84.32,09월
오늘와인한잔삼화점,맥주/요리주점,33.5171205,126.5799811,제주 제주시 도련일동 1938-1번지 1층 106호,84.32,07월
나우커피제주도남점,커피,33.4937632,126.524526,제주 제주시 도남동 811번지 주공 1층 106호,84.32,06월
남가네설악추어탕도련점,단품요리 전문,33.5095414,126.5895219,제주 제주시 도련일동 1729-3번지 1층,84.32,07월
남북통일,가정식,33.4962902,126.5194685,제주 제주시 오라일동 2451-4번지 1층,84.31,05월
종종캐주얼다이닝,단품요리 전문,33.4787066,126.489383,제주 제주시 연동 1496-4번지 1층,84.31,11월
낭만시대,가정식,33.2639159,126.55487,제주 서귀포시 서홍동 1606-5번지 1층,84.31,12월
택이네조개전골,단품요리 전문,33.4895756,126.5232419,제주 제주시 도남동 694-5번지 1층 101호,84.31,10월
덕성원,중식,33.4913961,126.5446635,제주 제주시 아라이동 3008-3번지,84.31,08월
솔정가든,가정식,33.4938988,126.5148849,제주 제주시 오라일동 1271-1번지,84.31,10월
자연뜨락,가정식,33.4773001,126.4889794,제주 제주시 연동 1532-1번지,84.31,06월
도새기1982,가정식,33.2550646,126.5714728,제주 서귀포시 동홍동 117-11번지 1층,84.31,12월
소담한봉봉,가정식,33.4941223,126.5458026,제주 제주시 이도이동 1960-1번지 영성빌라,84.31,04월
명륜진사갈비 일도점,가정식,33.5058125,126.5388579,제주 제주시 일도이동 365-3번지 1층,84.31,12월
제주미소,가정식,33.5017569,126.543671,제주 제주시 일도이동 68-3번지,84.31,08월
시월,가정식,33.4908731,126.5385517,제주 제주시 이도이동 1989-9번지 1층,84.31,06월
명륜진사갈비 일도점,가정식,33.5058125,126.5388579,제주 제주시 일도이동 365-3번지 1층,84.3,09월
종종캐주얼다이닝,단품요리 전문,33.4787066,126.489383,제주 제주시 연동 1496-4번지 1층,84.3,10월
미루네본점,가정식,33.4913388,126.5440734,제주 제주시 아라이동 3009-2번지 1층 101호,84.3,10월
아서원,중식,33.5082247,126.5195307,제주 제주시 삼도일동 804-5번지 1층,84.3,09월
24시서울뼈감탕해장국,단품요리 전문,33.4963175,126.5293575,제주 제주시 도남동 87-2번지,84.3,10월
가르텐노형점,단품요리 전문,33.4890638,126.4765225,제주 제주시 노형동 1054-3번지,84.3,04월
국수탐나,단품요리 전문,33.5081584,126.5323815,제주 제주시 일도이동 1034-10번지,84.3,12월
냄비에퐁닭,가정식,33.4981556,126.5288054,제주 제주시 이도이동 1765-4번지 1층,84.3,12월
친정집,가정식,33.5200838,126.5731444,제주 제주시 화북일동 11-2번지,84.29,07월
삼다향,가정식,33.5193762,126.5713909,제주 제주시 화북일동 1138번지,84.29,03월
길림성,중식,33.50368,126.5127606,제주 제주시 용담일동 181-6번지 1층,84.29,04월
다올밥상,가정식,33.5133004,126.5624785,제주 제주시 화북일동 2152번지 1층,84.29,12월
진양,가정식,33.5165035,126.579112,제주 제주시 도련일동 1963-12번지 1층 102호,84.29,09월
피자헛 신제주점,피자,33.4808963,126.4900232,제주 제주시 연동 1481번지 1층,84.29,11월
대손관제주청사점,분식,33.4901642,126.5272329,제주 제주시 도남동 663-11번지 1층,84.29,01월
돈자루,단품요리 전문,33.4901479,126.4778423,제주 제주시 노형동 1051-1번지,84.29,10월
토대력대학로점,꼬치구이,33.4997518,126.5280392,제주 제주시 이도일동 1778-1번지,84.29,07월
고구려,단품요리 전문,33.4775715,126.4874306,제주 제주시 연동 1511-1번지,84.29,03월
감나무집,가정식,33.4941866,126.5194321,제주 제주시 오라일동 1074번지,84.29,09월
교촌치킨 일도점,치킨,33.5059649,126.5412688,제주 제주시 일도이동 377-22번지 1층,84.29,01월
산천초목오리약선요리,단품요리 전문,33.4961612,126.5374031,제주 제주시 이도이동 1068-22번지,84.29,08월
하귀다원,단품요리 전문,33.4824319,126.4066631,제주 제주시 애월읍 하귀1리 1375번지 1층 애월읍,84.29,08월
가정,단품요리 전문,33.4931442,126.5461025,제주 제주시 이도이동 1957-10번지 1층,84.29,03월
교촌치킨 일도점,치킨,33.5059649,126.5412688,제주 제주시 일도이동 377-22번지 1층,84.28,09월
60계치킨제주서귀포동홍점,치킨,33.2567122,126.5732212,제주 서귀포시 동홍동 413-5번지 1층,84.28,08월
올레쇠막,가정식,33.5095026,126.5142024,제주 제주시 용담일동 241-12번지,84.28,04월
맛짱김밥인제점,분식,33.5064109,126.5405825,제주 제주시 일도이동 378-19번지,84.28,10월
"뚱뚱이네족발,보쌈",단품요리 전문,33.2550464,126.5702621,제주 서귀포시 동홍동 116-7번지,84.28,04월
그리너 제주 인화점,단품요리 전문,33.5083654,126.5401864,제주 제주시 일도이동 355-20번지 1층,84.28,01월
시월,가정식,33.4908731,126.5385517,제주 제주시 이도이동 1989-9번지 1층,84.28,08월
파리바게뜨 노형점,베이커리,33.4911452,126.4805848,제주 제주시 연동 1953-9번지 1층,84.28,09월
밥엔청국장뜨런채점,단품요리 전문,33.4853753,126.4740132,제주 제주시 노형동 2613-10번지 1층,84.28,10월
약촌삼계탕,단품요리 전문,33.2680909,126.5878929,제주 서귀포시 토평동 1300번지,84.28,01월
원조수림,가정식,33.4053513,126.2568207,제주 제주시 한림읍 옹포리 318-5번지 1층,84.27,04월
빽다방 탐라도서관8,커피,33.4800145,126.478004,제주 제주시 노형동 3798-10번지 1층,84.27,05월
춘천명동닭갈비 아라점,단품요리 전문,33.4746119,126.5427384,제주 제주시 아라일동 6097-23번지 1층,84.27,10월
행복김밥,분식,33.486068,126.4304452,제주 제주시 외도일동 544-8번지 1층,84.27,06월
옵데강,단품요리 전문,33.4937157,126.5338228,제주 제주시 이도이동 1025-5번지 1층,84.27,09월
길림성,중식,33.50368,126.5127606,제주 제주시 용담일동 181-6번지 1층,84.27,08월
헝그리닭발포차 시청,단품요리 전문,33.4966546,126.5298921,제주 제주시 이도이동 1187-4번지,84.27,01월
썬더치킨 일도 고마로점,치킨,33.5051348,126.543424,제주 제주시 일도이동 160번지 백강수피아2차아파트 1층 102호,84.27,08월
제주본토박이,가정식,33.4965321,126.5339115,제주 제주시 이도이동 1054-4번지,84.27,10월
현주네치킨,치킨,33.4876591,126.4767957,제주 제주시 노형동 1064-4번지 1층,84.26,05월
별미돈,가정식,33.4726827,126.5519838,제주 제주시 아라일동 6125-8번지,84.26,06월
더벤티제주아라점,커피,33.4773586,126.5431681,제주 제주시 아라일동 6102번지 1층,84.26,04월
예닮국수,단품요리 전문,33.4876779,126.4314005,제주 제주시 외도일동 548-10번지,84.26,09월
명륜진사갈비외도점,가정식,33.485567,126.4313597,제주 제주시 외도일동 637-11번지 1층,84.26,08월
인생건어물 아라점,단품요리 전문,33.4748191,126.5497714,제주 제주시 아라일동 6116-5번지 1층,84.26,08월
불닭공장,단품요리 전문,33.5024504,126.5131796,제주 제주시 용담일동 2818-4번지,84.26,08월
제주삼화부영점백다방,커피,33.5173115,126.5876909,제주 제주시 삼양이동 2332-5번지 1층 2호,84.26,07월
길림성,중식,33.50368,126.5127606,제주 제주시 용담일동 181-6번지 1층,84.26,11월
조가네돈갈비,가정식,33.5013312,126.5436909,제주 제주시 일도이동 68-12번지,84.26,11월
춤추는돼지 본점,단품요리 전문,33.5047054,126.4650715,제주 제주시 도두일동 2622-2번지 1층,84.26,02월
제주삼화부영점백다방,커피,33.5173115,126.5876909,제주 제주시 삼양이동 2332-5번지 1층 2호,84.26,06월
덕성원,중식,33.4913961,126.5446635,제주 제주시 아라이동 3008-3번지,84.26,04월
치킨명가,치킨,33.4839215,126.4738426,제주 제주시 노형동 2533-11번지,84.26,09월
해아름한식,가정식,33.5035048,126.5370592,제주 제주시 이도이동 319-2번지 1층,84.26,02월
역전할머니맥주 1982제주신산점,맥주/요리주점,33.5112973,126.5315382,제주 제주시 일도이동 1027-8번지 지엠씨 1층,84.25,09월
가르텐노형점,단품요리 전문,33.4890638,126.4765225,제주 제주시 노형동 1054-3번지,84.25,05월
비비큐삼양해수욕장점,치킨,33.5276898,126.5899975,제주 제주시 삼양일동 1581-29번지 1층,84.25,10월
김복남맥주제주아라점,맥주/요리주점,33.4714338,126.5459562,제주 제주시 아라일동 6139번지 에이동1층 (아라일동),84.25,11월
남가네설악추어탕도남점,단품요리 전문,33.491495,126.5280595,제주 제주시 도남동 62-7번지 1층,84.25,01월
만원애횟집,단품요리 전문,33.5057087,126.5203201,제주 제주시 삼도이동 596-1번지,84.25,01월
명태명가,가정식,33.4840605,126.5354438,제주 제주시 아라일동 2572-2번지 2층,84.25,11월
한짓골갈비,가정식,33.4916307,126.5384065,제주 제주시 이도이동 1991-7번지 1층,84.25,05월
원조수림,가정식,33.4053513,126.2568207,제주 제주시 한림읍 옹포리 318-5번지 1층,84.25,08월
냄비에퐁닭,가정식,33.4981556,126.5288054,제주 제주시 이도이동 1765-4번지 1층,84.25,08월
아시바람,가정식,33.2609834,126.5558964,제주 서귀포시 서홍동 299-9번지 1층,84.25,07월
족발신선생일도점,단품요리 전문,33.5018718,126.5433573,제주 제주시 일도이동 68-9번지 1층,84.25,12월
주민상회 노형점,가정식,33.4881247,126.478756,제주 제주시 노형동 1278-3번지 1층,84.24,08월
불닭공장,단품요리 전문,33.5024504,126.5131796,제주 제주시 용담일동 2818-4번지,84.24,10월
주식회사 제주피슈마라홍탕,단품요리 전문,33.4991157,126.5299154,제주 제주시 이도이동 1768-27번지 4층,84.24,12월
다섯번째이야기,가정식,33.4897129,126.4804624,제주 제주시 영평동 2676-1번지 1층,84.24,08월
야끼니꾸엔순옥상회,가정식,33.5123529,126.5120269,제주 제주시 용담이동 359-40번지 1층,84.24,10월
화산양꼬치3호점,꼬치구이,33.4902216,126.4741782,제주 제주시 노형동 2577-4번지,84.24,04월
김복남맥주제주아라점,맥주/요리주점,33.4714338,126.5459562,제주 제주시 아라일동 6139번지 에이동1층 (아라일동),84.24,10월
샤브앤샤브,단품요리 전문,33.4748191,126.5497714,제주 제주시 아라일동 6116-5번지 2층,84.24,05월
꿀돼지,양식,33.5161451,126.579899,제주 제주시 도련일동 1939-4번지 2층,84.24,11월
불닭공장,단품요리 전문,33.5024504,126.5131796,제주 제주시 용담일동 2818-4번지,84.24,09월
월간맥주 제주노형점,맥주/요리주점,33.4900164,126.4771356,제주 제주시 노형동 1044-13번지 1층,84.24,11월
백스비어 제주외도점,맥주/요리주점,33.4875017,126.4316579,제주 제주시 외도일동 550-2번지 1층,84.23,05월
오리한마당,단품요리 전문,33.5032224,126.5132173,제주 제주시 용담일동 2816-2번지,84.23,07월
아연581,중식,33.4777436,126.5413015,제주 제주시 아라일동 2304-1번지 1층,84.23,07월
광부맥주,단품요리 전문,33.4893411,126.5356163,제주 제주시 이도이동 2003-1번지 1층,84.23,03월
조가네돈갈비,가정식,33.5013312,126.5436909,제주 제주시 일도이동 68-12번지,84.23,05월
토대력대학로점,꼬치구이,33.4997518,126.5280392,제주 제주시 이도일동 1778-1번지,84.23,12월
청산유황오리,단품요리 전문,33.4971432,126.5378381,제주 제주시 이도이동 1062-1번지,84.23,11월
번영로휴게소,단품요리 전문,33.4842009,126.6069032,제주 제주시 봉개동 545번지,84.23,12월
괸당집도남점,단품요리 전문,33.4977418,126.5255875,제주 제주시 도남동 913-6번지 1층,84.23,01월
도남오거리도남점,단품요리 전문,33.4965584,126.5260937,제주 제주시 도남동 909번지,84.23,05월
미루네본점,가정식,33.4913388,126.5440734,제주 제주시 아라이동 3009-2번지 1층 101호,84.23,09월
탐라는갈비,가정식,33.4700522,126.5451134,제주 제주시 아라일동 6076-1번지 1층,84.23,04월
큰맘할매순대국 제주일도점,단품요리 전문,33.5043699,126.542447,제주 제주시 일도이동 416-7번지 1층 101호,84.23,02월
용순김밥,분식,33.2625878,126.5585209,제주 서귀포시 서홍동 285-3번지 서강파인힐5차아파트 1층 17호,84.23,12월
국제통닭 신제주점,치킨,33.4910681,126.4784136,제주 제주시 노형동 1045-14번지 1층,84.22,04월
주식회사 제주와함께,단품요리 전문,33.4912766,126.4739965,제주 제주시 노형동 1236-4번지,84.22,01월
삼다향,가정식,33.5193762,126.5713909,제주 제주시 화북일동 1138번지,84.22,05월
황구촌,가정식,33.4909662,126.4952129,제주 제주시 연동 291-118번지,84.22,06월
제주정,가정식,33.5210697,126.5789906,제주 제주시 삼양이동 2142-3번지,84.22,04월
바르다김선생이도점,분식,33.4887884,126.5397871,제주 제주시 이도이동 1986-4번지,84.22,03월
파리바게뜨 제주삼화점,베이커리,33.4799875,126.4855365,제주 제주시 도련이동 548번지 삼화사랑으로부영1차아파트 101호 상가 제주삼화사랑으로부영1차,84.22,03월
이돈갓 시청점,가정식,33.4979367,126.5297617,제주 제주시 이도이동 1186-10번지,84.22,02월
수복해장국,단품요리 전문,33.4858201,126.4749369,제주 제주시 노형동 2612-1번지 에이동 102호,84.21,02월
약촌삼계탕,단품요리 전문,33.2680909,126.5878929,제주 서귀포시 토평동 1300번지,84.21,02월
지유명차 제주노형점,디저트/간식,33.4786445,126.4796503,제주 제주시 노형동 748번지 1층 101호,84.21,12월
부촌,단품요리 전문,33.4868951,126.5250146,제주 제주시 도남동 9111-6번지,84.21,07월
하귀다원,단품요리 전문,33.4824319,126.4066631,제주 제주시 애월읍 하귀1리 1375번지 1층 애월읍,84.21,09월
제주에정든점,가정식,33.4977598,126.5404168,제주 제주시 이도이동 396-11번지 1층,84.21,09월
고창댁풍천장어낙지,단품요리 전문,33.518826,126.5595952,제주 제주시 화북일동 4004-1번지,84.21,03월
양푼왕갈비,가정식,33.4861014,126.4754153,제주 제주시 노형동 1061-2번지,84.21,07월
1950김프로,가정식,33.2596238,126.5560605,제주 서귀포시 서홍동 332번지 1층,84.21,04월
제이엠,단품요리 전문,33.4878532,126.4779634,제주 제주시 노형동 1065-8번지 3층,84.21,04월
별미돈,가정식,33.4726827,126.5519838,제주 제주시 아라일동 6125-8번지,84.21,05월
제주섬돌,가정식,33.4828038,126.4380083,제주 제주시 외도일동 131-1번지,84.21,02월
방배동할매쭈꾸미제주본점,단품요리 전문,33.5006896,126.5430359,제주 제주시 이도이동 413번지 1층,84.21,11월
명륜진사갈비외도점,가정식,33.485567,126.4313597,제주 제주시 외도일동 637-11번지 1층,84.21,03월
우정곱창 연동점,단품요리 전문,33.4775521,126.4888523,제주 제주시 연동 1515-8번지 1층,84.21,01월
수만바베큐치킨,치킨,33.4742506,126.5442894,제주 제주시 아라일동 6094-1번지 1층 103호,84.21,10월
서홀포가든,가정식,33.5246268,126.58725,제주 제주시 삼양일동 1658-4번지,84.21,05월
길림성,중식,33.50368,126.5127606,제주 제주시 용담일동 181-6번지 1층,84.21,09월
은실네연탄구이,가정식,33.3929262,126.8006718,제주 서귀포시 표선면 성읍리 1625-1번지 표선면,84.21,05월
용담닭한마리,가정식,33.5130296,126.5058502,제주 제주시 용담이동 931-5번지,84.21,01월
생선명가거북명태,가정식,33.3427039,126.826085,제주 서귀포시 표선면 하천리 1101-2번지,84.21,09월
노가리앤비어 (도남점),맥주/요리주점,33.4964895,126.5299999,제주 제주시 이도이동 1008-1번지 1층,84.2,09월
빽다방제주아라점,커피,33.4746203,126.5486476,제주 제주시 아라일동 6115-7번지 102호,84.2,09월
신마라본색,중식,33.4813614,126.484014,제주 제주시 노형동 721-2번지,84.2,05월
BBQ이도초교점,치킨,33.4899326,126.5283492,제주 제주시 도남동 746-4번지,84.2,01월
다섯번째이야기,가정식,33.4897129,126.4804624,제주 제주시 영평동 2676-1번지 1층,84.2,02월
아연581,중식,33.4777436,126.5413015,제주 제주시 아라일동 2304-1번지 1층,84.2,06월
봄봄 노형점,커피,33.4891261,126.4754241,제주 제주시 노형동 2581-2번지 1층,84.2,11월
아라주는전집,단품요리 전문,33.4735858,126.5441945,제주 제주시 아라일동 6093-7번지 1층,84.2,10월
치킨마루 노형제일고점,치킨,33.4781968,126.4816086,제주 제주시 노형동 753번지 으뜸마을상가,84.19,05월
전복만찬,가정식,33.4973876,126.538459,제주 제주시 이도이동 398-15번지,84.19,09월
방일해장국아라점,단품요리 전문,33.4756669,126.5445865,제주 제주시 아라일동 6100-4번지 1층,84.19,05월
강연우동태찌개제주외도점,단품요리 전문,33.4844155,126.4269476,제주 제주시 외도일동 640-2번지 해마루풍경 101동 102호,84.19,07월
올레쇠막,가정식,33.5095026,126.5142024,제주 제주시 용담일동 241-12번지,84.19,01월
맛짱김밥인제점,분식,33.5064109,126.5405825,제주 제주시 일도이동 378-19번지,84.18,09월
화사랑,단품요리 전문,33.4996031,126.5281439,제주 제주시 이도이동 1778-3번지,84.18,01월
감나무집,가정식,33.4941866,126.5194321,제주 제주시 오라일동 1074번지,84.18,03월
야끼니꾸엔순옥상회,가정식,33.5123529,126.5120269,제주 제주시 용담이동 359-40번지 1층,84.18,08월
디트,단품요리 전문,33.4968107,126.5292152,제주 제주시 도남동 923-15번지 1층,84.18,07월
화산양꼬치3호점,꼬치구이,33.4902216,126.4741782,제주 제주시 노형동 2577-4번지,84.18,07월
왕호랑이막창,단품요리 전문,33.2567818,126.5738212,제주 서귀포시 동홍동 413-2번지 1층,84.18,12월
남다른대구막창연동점,단품요리 전문,33.4854705,126.4967758,제주 제주시 연동 304-18번지 1층,84.18,08월
청어람,일식,33.5031608,126.5388282,제주 제주시 이도이동 324-9번지 일도이동,84.18,09월
온정숯불구이,가정식,33.2552425,126.5751124,제주 서귀포시 동홍동 497-3번지,84.18,02월
도새기1982,가정식,33.2550646,126.5714728,제주 서귀포시 동홍동 117-11번지 1층,84.18,08월
용팔이막창노형점,단품요리 전문,33.4887035,126.4790161,제주 제주시 노형동 1068-8번지 천마빌딩,84.17,11월
한라명동,가정식,33.4943024,126.5162394,제주 제주시 오라일동 1286-7번지,84.17,08월
통큰갈비 제주일도점,단품요리 전문,33.5051627,126.5416574,제주 제주시 일도이동 409-8번지 1층 일도이동,84.17,01월
주민상회 용담점,가정식,33.5117582,126.5122803,제주 제주시 용담이동 359-55번지,84.17,05월
에이바우트커피 에코그린빌15차점,커피,33.4943724,126.5515557,제주 제주시 이도이동 68-15번지 1층,84.17,07월
아서원,중식,33.5082247,126.5195307,제주 제주시 삼도일동 804-5번지 1층,84.17,01월
메가엠지씨커피제주삼화지구점,커피,33.5164423,126.5810067,제주 제주시 도련일동 1937-5번지 1층 102호,84.17,05월
파리바게뜨제주제스코본점,베이커리,33.4803584,126.5290592,제주 제주시 도남동 277번지 1층 2호,84.17,04월
에이바우트커피베라체점,커피,33.4920738,126.5426924,제주 제주시 아라이동 3012-13번지 1층,84.17,03월
신토계,가정식,33.496162,126.4936394,제주 제주시 용담이동 1816번지,84.17,03월
오리한마당,단품요리 전문,33.5032224,126.5132173,제주 제주시 용담일동 2816-2번지,84.17,01월
수선화식당,단품요리 전문,33.5018551,126.5425829,제주 제주시 이도이동 409-7번지,84.17,04월
돈배락정육식당,단품요리 전문,33.5168395,126.576716,제주 제주시 화북일동 1005-1번지 1층,84.17,05월
용팔이막창노형점,단품요리 전문,33.4887035,126.4790161,제주 제주시 노형동 1068-8번지 천마빌딩,84.16,12월
두끼떡볶이 제주노형점,분식,33.4816011,126.4864454,제주 제주시 노형동 726-1번지 203호,84.16,04월
대광,가정식,33.5073015,126.5257654,제주 제주시 이도일동 1704-12번지,84.16,10월
아연581,중식,33.4777436,126.5413015,제주 제주시 아라일동 2304-1번지 1층,84.16,08월
도련들,가정식,33.5073717,126.5901745,제주 제주시 도련일동 1612-2번지 2층,84.16,02월
24시전주명가콩나물국밥일도점,단품요리 전문,33.5034274,126.5424791,제주 제주시 일도이동 48-2번지,84.16,06월
할리스제주황사평드라이브스루점,커피,33.497061,126.5559422,제주 제주시 화북이동 5388-4번지 2층,84.16,12월
얼큰시원콩나물국밥,단품요리 전문,33.5136023,126.5724338,제주 제주시 화북이동 827-1번지 재이엔헬스센터 1층,84.16,12월
오븐에빠진닭 서홍점,치킨,33.25935,126.5561923,제주 서귀포시 서홍동 332-2번지,84.15,10월
명륜진사갈비 제주 노형점,가정식,33.488658,126.4759493,제주 제주시 노형동 1055-1번지 2층,84.15,11월
봉자막창 제주아라점,단품요리 전문,33.4850291,126.54208,제주 제주시 아라일동 2420-4번지 1층,84.15,06월
문희영해물아구찜,단품요리 전문,33.4886384,126.5388189,제주 제주시 이도이동 2018-11번지,84.15,10월
일품순두부삼화점,단품요리 전문,33.5195956,126.5823,제주 제주시 삼양이동 2176-14번지,84.15,06월
던킨제주연동,베이커리,33.4801712,126.4900218,제주 제주시 연동 1482-4번지 1층,84.15,11월
장수골,가정식,33.4118263,126.2683438,제주 제주시 한림읍 한림리 905-13번지,84.15,12월
도남오거리도남점,단품요리 전문,33.4965584,126.5260937,제주 제주시 도남동 909번지,84.15,03월
자연뜨락,가정식,33.4773001,126.4889794,제주 제주시 연동 1532-1번지,84.15,09월
오리한마당,단품요리 전문,33.5032224,126.5132173,제주 제주시 용담일동 2816-2번지,84.15,03월
아리랑양곱창,단품요리 전문,33.4829298,126.4698407,제주 제주시 노형동 2587-4번지 1층,84.15,11월
춘리마라탕 제주시청점,중식,33.4982403,126.53041,제주 제주시 이도이동 1185-2번지 1층,84.15,04월
아서원,중식,33.5082247,126.5195307,제주 제주시 삼도일동 804-5번지 1층,84.14,08월
신마라본색,중식,33.4813614,126.484014,제주 제주시 노형동 721-2번지,84.14,02월
모어댄댓,양식,33.4759521,126.5474937,제주 제주시 아라일동 6108-9번지 1층,84.14,12월
제주정,가정식,33.5210697,126.5789906,제주 제주시 삼양이동 2142-3번지,84.14,05월
뮤직박스,단품요리 전문,33.487073,126.4793837,제주 제주시 노형동 1289-2번지 지하,84.14,05월
메가엠지씨커피제주삼화지구점,커피,33.5164423,126.5810067,제주 제주시 도련일동 1937-5번지 1층 102호,84.14,02월
명륜진사갈비 제주 노형점,가정식,33.488658,126.4759493,제주 제주시 노형동 1055-1번지 2층,84.14,09월
아라주는전집,단품요리 전문,33.4735858,126.5441945,제주 제주시 아라일동 6093-7번지 1층,84.14,08월
우돈채,가정식,33.4914737,126.5393194,제주 제주시 이도이동 1989-3번지 1층,84.14,04월
루스트플레이스 아라점,양식,33.4740507,126.545139,제주 제주시 아라일동 6092-11번지 201호,84.14,08월
명륜진사갈비 일도점,가정식,33.5058125,126.5388579,제주 제주시 일도이동 365-3번지 1층,84.14,08월
큰맘할매순대국 제주삼화점,단품요리 전문,33.5144762,126.5757362,제주 제주시 화북일동 1023-4번지 층,84.14,08월
약촌삼계탕,단품요리 전문,33.2680909,126.5878929,제주 서귀포시 토평동 1300번지,84.14,11월
동백화로,가정식,33.2571547,126.5730473,제주 서귀포시 동홍동 107-6번지 1층,84.13,04월
아연581,중식,33.4777436,126.5413015,제주 제주시 아라일동 2304-1번지 1층,84.13,09월
꿈의요리애월,단품요리 전문,33.507781,126.4931329,제주 제주시 용담이동 2002번지 1층 (용담이동 제주국제공항 에어사이드지역),84.13,02월
루스트플레이스 아라점,양식,33.4740507,126.545139,제주 제주시 아라일동 6092-11번지 201호,84.13,09월
제주본토박이,가정식,33.4965321,126.5339115,제주 제주시 이도이동 1054-4번지,84.13,05월
내가찾은맛고을,단품요리 전문,33.522214,126.5664185,제주 제주시 화북일동 1947-21번지,84.13,02월
한마음정육식당삼화점,단품요리 전문,33.5144514,126.5784773,제주 제주시 도련일동 1977-5번지 1층,84.13,01월
제주가마골앤드코다리냉면,단품요리 전문,33.506837,126.5476592,제주 제주시 건입동 95번지 1층,84.13,05월
반올림피자샵 제주점,피자,33.5018725,126.5221588,제주 제주시 삼도일동 556-26번지 1층,84.13,01월
할리스제주황사평드라이브스루점,커피,33.497061,126.5559422,제주 제주시 화북이동 5388-4번지 2층,84.12,10월
에이바우트커피구남점,커피,33.4851196,126.5354354,제주 제주시 아라일동 6035-3번지 1층,84.12,01월
두끼떡볶이 제주노형점,분식,33.4816011,126.4864454,제주 제주시 노형동 726-1번지 203호,84.12,08월
공룡마라탕앤꼬치6호점,꼬치구이,33.4740507,126.545139,제주 제주시 아라일동 6092-11번지 1층,84.12,07월
일품순두부삼화점,단품요리 전문,33.5195956,126.5823,제주 제주시 삼양이동 2176-14번지,84.12,05월
전복만찬,가정식,33.4973876,126.538459,제주 제주시 이도이동 398-15번지,84.12,11월
괸당집도남점,단품요리 전문,33.4977418,126.5255875,제주 제주시 도남동 913-6번지 1층,84.12,02월
도남오거리도남점,단품요리 전문,33.4965584,126.5260937,제주 제주시 도남동 909번지,84.12,02월
탐나숯불갈비,가정식,33.2570805,126.5735403,제주 서귀포시 동홍동 107-9번지 1층,84.12,03월
소문난돈갈비,가정식,33.5161973,126.5791134,제주 제주시 도련일동 1963-10번지,84.12,08월
화산양꼬치3호점,꼬치구이,33.4902216,126.4741782,제주 제주시 노형동 2577-4번지,84.12,02월
동백화로,가정식,33.2571547,126.5730473,제주 서귀포시 동홍동 107-6번지 1층,84.12,03월
두끼제주시청점,분식,33.4991157,126.5299154,제주 제주시 이도이동 1768-27번지 2층,84.11,02월
봄향,가정식,33.4991032,126.5297519,제주 제주시 이도이동 1955-5번지 이도이동,84.11,06월
촌뜨기화로구이,단품요리 전문,33.4901283,126.5290478,제주 제주시 도남동 68-6번지,84.11,11월
